title;rating_x;ratingLevel;release year;user rating score;ageGroup;director;cast;country;date_added;release_year_x;duration;listed_in;imdb_score;imdb_votes;budget;genres;popularity;production_companies;release_date;revenue;runtime_y;type
documentary now!;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Fred Armisen, Bill Hader, Helen Mirren;United States;;2019.0;3 Seasons;TV Comedies;8.1;6445.0;;;;;;;;TV Show
better call saul;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;95.0;Adult;;Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito;United States;;2017.0;3 Seasons;Crime TV Shows, TV Comedies, TV Dramas;8.8;404920.0;;;;;;;;TV Show
schitt's creek;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;74.0;Teen;;Eugene Levy, Catherine O'Hara, Daniel Levy, Annie Murphy, Chris Elliott, Jennifer Robertson, Emily Hampshire, Tim Rozon, Sarah Levy, Dustin Milligan;Canada, United States;;2019.0;5 Seasons;TV Comedies;8.5;112537.0;;;;;;;;TV Show
lovesick;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Kongyingyong Chonlathorn, Phumphothingam Nawat, Luangsodsai Anupart, Nuchanart Veerakaarn, Chindavanich Primrose, Charnmanoon Pannin, Nungira Hanwutinanon, Ausavaterakul Ausavapat, Sirikiet Saejea, Nontapan Chuenwarin;;September 3, 2018;2014.0;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;8.1;19259.0;0;['Romance', 'Comedy', 'Fantasy'];0.013577;['Warner Bros.', 'The Ladd Company'];1983-02-18;0.0;96.0;TV Show
lovesick;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Kongyingyong Chonlathorn, Phumphothingam Nawat, Luangsodsai Anupart, Nuchanart Veerakaarn, Chindavanich Primrose, Charnmanoon Pannin, Nungira Hanwutinanon, Ausavaterakul Ausavapat, Sirikiet Saejea, Nontapan Chuenwarin;;September 3, 2018;2014.0;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;8.1;19259.0;0;['Romance', 'Comedy'];3.651781;['Night and Day Pictures', 'Full Blitz Entertainment'];2014-04-24;0.0;100.0;TV Show
lovesick;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Johnny Flynn, Antonia Thomas, Daniel Ings, Hannah Britland, Joshua McGuire, Richard Thomson, Jessica Ellerby;United Kingdom;;2018.0;3 Seasons;British TV Shows, International TV Shows, Romantic TV Shows;8.1;19259.0;0;['Romance', 'Comedy', 'Fantasy'];0.013577;['Warner Bros.', 'The Ladd Company'];1983-02-18;0.0;96.0;TV Show
lovesick;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Johnny Flynn, Antonia Thomas, Daniel Ings, Hannah Britland, Joshua McGuire, Richard Thomson, Jessica Ellerby;United Kingdom;;2018.0;3 Seasons;British TV Shows, International TV Shows, Romantic TV Shows;8.1;19259.0;0;['Romance', 'Comedy'];3.651781;['Night and Day Pictures', 'Full Blitz Entertainment'];2014-04-24;0.0;100.0;TV Show
flaked;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Will Arnett, David Sullivan, Ruth Kearney, George Basil, Lina Esco, Travis Mills, Robert Wisdom, Mark Boone Junior, Matthew Willig, Heather Graham, Kirstie Alley, Sab Shimono, Christopher Mintz-Plasse, Minerva Garcia, Jeff Daniel Phillips;United States;;2017.0;2 Seasons;TV Comedies, TV Dramas;7.2;11264.0;;;;;;;;TV Show
master of none;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;;Adult;;Aziz Ansari, No├½l Wells, Eric Wareheim, Lena Waithe, Kelvin Yu, Fatima Ansari, Shoukath Ansari, Alessandra Mastronardi, Bobby Cannavale;United States;;2017.0;2 Seasons;TV Comedies;8.3;72341.0;;;;;;;;TV Show
chelsea;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;;United States;;2017.0;2 Seasons;Stand-Up Comedy & Talk Shows, TV Comedies;6.1;2051.0;;;;;;;;TV Show
abstract: the art of design;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2017;;Teen;;Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles;United States;;2019.0;2 Seasons;Docuseries;8.4;5306.0;;;;;;;;TV Show
cooper barrett's guide to surviving life;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;;;;;;;;;;;;;;;;
the great british baking show;TV-PG;Parental guidance suggested. May not be suitable for all children.;2016;94.0;Parental Guidance;Andy Devonshire;Mel Giedroyc, Sue Perkins, Mary Berry, Paul Hollywood;United Kingdom;;2019.0;7 Seasons;British TV Shows, Reality TV;8.6;9564.0;;;;;;;;TV Show
life in pieces;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;68.0;Teen;;;;;;;;;;;;;;;;;
crazy ex-girlfriend;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2017;;Teen;;Rachel Bloom, Vincent Rodriguez III, Santino Fontana, Donna Lynne Champlin, Pete Gardner, Vella Lovell, Gabrielle Ruiz, Scott Michael Foster;United States;;2019.0;4 Seasons;Romantic TV Shows, TV Comedies;7.8;19738.0;;;;;;;;TV Show
easy;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Aubrey Plaza, Judy Greer, Jane Adams, Zazie Beetz, Kate Berlant, Aya Cash, Michael Chernus, Kiersey Clemons, Orlando Bloom, Malin Akerman, Marc Maron, Dave Franco, Hannibal Buress, Jake Johnson, Emily Ratajkowski, Andrew Bachelor;United States;;2019.0;3 Seasons;TV Comedies, TV Dramas;6.9;13569.0;0;['Comedy', 'Drama', 'Romance'];0.866653;['Curb Entertainment', 'Over Easy Productions'];2003-09-10;0.0;99.0;TV Show
no tomorrow;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz;United States;September 5, 2017;2016.0;1 Season;Romantic TV Shows, TV Comedies, TV Dramas;7.3;5101.0;0;[];0.005882;[];2010-01-01;0.0;0.0;TV Show
minimalism: a documentary about the important things;TV-PG;Parental guidance suggested. May not be suitable for all children.;2016;;Parental Guidance;Matt D'Avella;Joshua Fields Millburn, Ryan Nicodemus;United States;November 4, 2019;2016.0;78 min;Documentaries;6.7;15656.0;0;['Documentary'];2.425303;['Catalyst'];2015-09-26;0.0;79.0;Movie
hot girls wanted: turned on;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Jill Bauer, Ronna Gradus, Rashida Jones;;United States;April 21, 2017;2017.0;1 Season;Docuseries;6.6;2168.0;;;;;;;;TV Show
win it all;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Joe Swanberg;Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement;United States;April 7, 2017;2017.0;89 min;Comedies, Independent Movies, Romantic Movies;6.2;9108.0;0;['Comedy'];4.096366;[];2017-03-11;0.0;88.0;Movie
merl??;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;;Parental Guidance;;;;;;;;;;;;;;;;;
amy schumer: the leather special;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Amy Schumer;Amy Schumer;United States;March 7, 2017;2017.0;57 min;Stand-Up Comedy;3.0;9753.0;0;['Comedy'];6.891989;['NetFlix'];2017-03-07;0.0;57.0;Movie
louis c.k. 2017;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;71.0;Adult;Louis C.K.;Louis C.K.;United States;April 4, 2017;2017.0;74 min;Movies;;;0;['Comedy'];4.296455;['Netflix'];2017-04-04;0.0;74.0;Movie
dave chappelle;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;94.0;Adult;Stan Lathan;Dave Chappelle;United States;March 21, 2017;2017.0;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies;8.699999999999998;2753.0;;;;;;;;TV Show
almost adults;NR;This movie has not been rated.;2016;;Unrated;;;;;;;;;;0;['Comedy', 'Drama', 'Romance'];2.059825;[];2016-10-15;0.0;90.0;
the brothers;R;strong sexual content and language;2001;;Adult;;;;;;;;;;0;['Comedy', 'Drama', 'Romance'];5.028944;[];2001-03-23;0.0;106.0;
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2013;;Adult;;Kaya Scodelario, Hannah Murray, Jack O'Connell, Kathryn Prescott, Lily Loveless, Nicholas Hoult, Joe Dempsie, Mike Bailey, April Pearson, Will Merrick, Freya Mavor, Laya Lewis, Ollie Barbieri, Dakota Blue Richards, Sean Teale, Larissa Wilson, Dev Patel, Mitch Hewer, Luke Pasqualino, Giles Thomas;United Kingdom;;2013.0;7 Seasons;British TV Shows, International TV Shows, TV Dramas;6.1;5686.0;0;['Action', 'Drama'];0.914404;['First Look Pictures', 'Starz! Encore Entertainment'];2002-01-14;249204.0;84.0;TV Show
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2013;;Adult;;Kaya Scodelario, Hannah Murray, Jack O'Connell, Kathryn Prescott, Lily Loveless, Nicholas Hoult, Joe Dempsie, Mike Bailey, April Pearson, Will Merrick, Freya Mavor, Laya Lewis, Ollie Barbieri, Dakota Blue Richards, Sean Teale, Larissa Wilson, Dev Patel, Mitch Hewer, Luke Pasqualino, Giles Thomas;United Kingdom;;2013.0;7 Seasons;British TV Shows, International TV Shows, TV Dramas;6.1;5686.0;0;['Drama', 'Comedy'];3.293257;['NetFlix', 'Nadie es Perfecto', 'Pokeepsie Films', 'The Other Side Films'];2017-04-15;0.0;78.0;TV Show
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2013;;Adult;Eduardo Casanova;Ana Polvorosa, Candela Pe├▒a, Macarena G├│mez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Dur├ín 'Morris', Joaqu├¡n Climent, Ana Mar├¡a Ayala, Eloi Costa;Spain;April 1, 2017;2017.0;78 min;Dramas, International Movies;6.1;5686.0;0;['Action', 'Drama'];0.914404;['First Look Pictures', 'Starz! Encore Entertainment'];2002-01-14;249204.0;84.0;Movie
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2013;;Adult;Eduardo Casanova;Ana Polvorosa, Candela Pe├▒a, Macarena G├│mez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Dur├ín 'Morris', Joaqu├¡n Climent, Ana Mar├¡a Ayala, Eloi Costa;Spain;April 1, 2017;2017.0;78 min;Dramas, International Movies;6.1;5686.0;0;['Drama', 'Comedy'];3.293257;['NetFlix', 'Nadie es Perfecto', 'Pokeepsie Films', 'The Other Side Films'];2017-04-15;0.0;78.0;Movie
the cleveland show;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;88.0;Teen;;;;;;;;;;;;;;;;;
absolutely fabulous;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;59.0;Teen;;;;;;;;;;;;;;;;;
raising hope;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2013;73.0;Teen;;;;;;;;;;;;;;;;;
come fly with me;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2010;;Teen;;;;;;;;;;;;;;;;;
brickleberry;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2014;63.0;Adult;;;;;;;;;;;;;;;;;
bojack horseman;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Will Arnett, Aaron Paul, Amy Sedaris, Alison Brie, Paul F. Tompkins;United States;;2019.0;6 Seasons;TV Comedies;8.8;143584.0;;;;;;;;TV Show
being mary jane: the series;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree;United States;;2016.0;4 Seasons;Romantic TV Shows, TV Dramas;;;;;;;;;;TV Show
unbreakable kimmy schmidt;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane;United States;;2019.0;4 Seasons;TV Comedies;7.6;70242.0;;;;;;;;TV Show
bordertown;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;86.0;Teen;;Ville Virtanen, Matleena Kuusniemi, Anu Sinisalo, Lenita Susi, Kristiina Halttu, Olivia Ainali, Ilkka Villi, Max Bremer, Matti Laine, Jasmin Hamid;Finland, France;;2018.0;2 Seasons;Crime TV Shows, International TV Shows, TV Dramas;7.6;10371.0;0;['Crime', 'Drama'];1.588639;['Warner Bros.'];1935-01-23;0.0;90.0;TV Show
bordertown;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;86.0;Teen;;Ville Virtanen, Matleena Kuusniemi, Anu Sinisalo, Lenita Susi, Kristiina Halttu, Olivia Ainali, Ilkka Villi, Max Bremer, Matti Laine, Jasmin Hamid;Finland, France;;2018.0;2 Seasons;Crime TV Shows, International TV Shows, TV Dramas;7.6;10371.0;21000000;['Crime', 'Drama', 'Mystery'];7.814821;['Mosaic Media Group', 'El Norte Productions', 'Nuyorican Productions', 'Mobius Entertainment Ltd.'];2006-05-18;0.0;112.0;TV Show
jane the virgin;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;91.0;Teen;;Gina Rodriguez, Andrea Navedo, Yael Grobglas, Justin Baldoni, Ivonne Coll, Brett Dier, Jaime Camil, Anthony Mendez;United States;;2019.0;5 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.8;46286.0;;;;;;;;TV Show
dope;R;language, drug content, sexuality/nudity, and some violence-all involving teens;2015;79.0;Adult;;;United States;;2019.0;3 Seasons;Crime TV Shows, Docuseries;7.3;1643.0;700000;['Crime', 'Drama', 'Comedy'];7.948581;"[""Forest Whitaker's Significant Productions"", 'Revolt Films', 'IamOTHER Entertainment']";2015-06-19;17986781.0;103.0;TV Show
the carmichael show;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;69.0;Teen;;;;;;;;;;;;;;;;;
november rule;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;;Teen;;;;;;;;;;0;['Comedy'];1.603694;[];2015-02-14;0.0;94.0;
haters back off;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;58.0;Teen;;Colleen Ballinger, Angela Kinsey, Steve Little, Francesca Reale, Erik Stocklin, Matt Besser;United States;;2017.0;2 Seasons;TV Comedies, Teen TV Shows;6.1;7183.0;;;;;;;;TV Show
kubo and the two strings;PG;thematic elements, scary images, action and peril;2016;96.0;Parental Guidance;;;;;;;;;;60000000;['Animation', 'Adventure', 'Family'];12.321832;['Laika Entertainment'];2016-08-18;69929545.0;102.0;
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Kaya Scodelario, Hannah Murray, Jack O'Connell, Kathryn Prescott, Lily Loveless, Nicholas Hoult, Joe Dempsie, Mike Bailey, April Pearson, Will Merrick, Freya Mavor, Laya Lewis, Ollie Barbieri, Dakota Blue Richards, Sean Teale, Larissa Wilson, Dev Patel, Mitch Hewer, Luke Pasqualino, Giles Thomas;United Kingdom;;2013.0;7 Seasons;British TV Shows, International TV Shows, TV Dramas;6.1;5686.0;0;['Action', 'Drama'];0.914404;['First Look Pictures', 'Starz! Encore Entertainment'];2002-01-14;249204.0;84.0;TV Show
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Kaya Scodelario, Hannah Murray, Jack O'Connell, Kathryn Prescott, Lily Loveless, Nicholas Hoult, Joe Dempsie, Mike Bailey, April Pearson, Will Merrick, Freya Mavor, Laya Lewis, Ollie Barbieri, Dakota Blue Richards, Sean Teale, Larissa Wilson, Dev Patel, Mitch Hewer, Luke Pasqualino, Giles Thomas;United Kingdom;;2013.0;7 Seasons;British TV Shows, International TV Shows, TV Dramas;6.1;5686.0;0;['Drama', 'Comedy'];3.293257;['NetFlix', 'Nadie es Perfecto', 'Pokeepsie Films', 'The Other Side Films'];2017-04-15;0.0;78.0;TV Show
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Eduardo Casanova;Ana Polvorosa, Candela Pe├▒a, Macarena G├│mez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Dur├ín 'Morris', Joaqu├¡n Climent, Ana Mar├¡a Ayala, Eloi Costa;Spain;April 1, 2017;2017.0;78 min;Dramas, International Movies;6.1;5686.0;0;['Action', 'Drama'];0.914404;['First Look Pictures', 'Starz! Encore Entertainment'];2002-01-14;249204.0;84.0;Movie
skins;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Eduardo Casanova;Ana Polvorosa, Candela Pe├▒a, Macarena G├│mez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Dur├ín 'Morris', Joaqu├¡n Climent, Ana Mar├¡a Ayala, Eloi Costa;Spain;April 1, 2017;2017.0;78 min;Dramas, International Movies;6.1;5686.0;0;['Drama', 'Comedy'];3.293257;['NetFlix', 'Nadie es Perfecto', 'Pokeepsie Films', 'The Other Side Films'];2017-04-15;0.0;78.0;Movie
a weekend with the family;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;;;;;;;;;;;;;;;;
crazyhead;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Cara Theobold, Susan Wokoma, Riann Steele, Arinz├⌐ Kene, Lewis Reeves, Tony Curran;United Kingdom;December 16, 2016;2016.0;1 Season;British TV Shows, International TV Shows, TV Comedies;7.2;4985.0;;;;;;;;TV Show
queen of katwe;PG;thematic elements, an accident scene and some suggestive material;2016;;Parental Guidance;;;;;;;;;;15000000;['Drama'];6.164561;['Walt Disney Pictures', 'Walt Disney Productions', 'ESPN films'];2016-09-23;10367161.0;124.0;
little boxes;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;61.0;Teen;Rob Meyer;Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays;United States;June 1, 2017;2016.0;89 min;Comedies, Dramas, Independent Movies;5.9;1971.0;;;;;;;;Movie
deidra & laney rob a train;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2017;;Teen;Sydney Freeland;Rachel Crow, Ashleigh Murray, Sasheer Zamata, Danielle Nicolet, David Sullivan, Tim Blake Nelson, Missi Pyle, Arturo Castro, Sharon Lawrence, Brooke Markham, Kinna McInroe, Myko Olivier, Lance Gray;United States;March 17, 2017;2017.0;92 min;Comedies, Dramas, Independent Movies;6.0;1887.0;0;['Drama', 'Comedy', 'Crime'];2.487073;[];2017-01-23;0.0;92.0;Movie
hurricane bianca;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;Matt Kugelman;"Roy Haylock, Bianca Leigh, Denton Blane Everett, Willam Belli, D.J. ""Shangela"" Pierce, Justin ""Alyssa Edwards"" Johnson, Molly Ryman, Ted Ferguson, Rachel Dratch, Alan Cumming, Margaret Cho, RuPaul";United States;January 1, 2017;2016.0;85 min;Comedies, Independent Movies, LGBTQ Movies;;;0;['Comedy'];6.59707;['Cranium Entertainment'];2016-06-03;0.0;84.0;Movie
honeytrap;NR;This movie has not been rated.;2014;;Unrated;;;;;;;;5.9;758.0;0;['Romance', 'Drama', 'Crime'];0.309684;['Finite Films', 'Bright Pictures', 'Creativity Capital'];2015-05-08;0.0;93.0;MOVIE
greenleaf;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;62.0;Teen;;Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker, Tye White, Lynn Whitfield, Deborah Joy Winans, Keith David, Lovie Simone, Gregory Alan Williams, Oprah Winfrey;United States;;2018.0;3 Seasons;TV Dramas;7.3;5158.0;;;;;;;;TV Show
lazy eye;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;;;;;;;;;0;['Romance', 'Comedy', 'Drama'];0.316652;['T42 Entertainment'];2016-11-11;0.0;87.0;
like cotton twines;NR;This movie has not been rated.;2016;;Unrated;;;;;;;;;;;;;;;;;
the wedding party;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;Kemi Adetiba;Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe;Nigeria;April 15, 2017;2016.0;101 min;Comedies, Dramas, International Movies;;;0;['Comedy'];0.242035;['GFP Medienfonds', 'TLA Releasing', 'Typhoon Film', 'Fanes Film', 'MMG Film & TV Production', 'Erfttal Film'];2005-04-21;0.0;92.0;Movie
the wedding party;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;Kemi Adetiba;Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe;Nigeria;April 15, 2017;2016.0;101 min;Comedies, Dramas, International Movies;;;0;['Comedy', 'Romance'];0.349944;['Oudine Productions'];1969-04-09;43.0;92.0;Movie
boy bye;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;Chris Stokes;Wendy Raquel Robinson, Ross Fleming, Shondrella Avery, Tammy Townsend, Omar Gooding, Tracy Davis, Veronika Bozeman, Kelly Perine, Valarie Pettiford;United States;April 2, 2019;2016.0;86 min;Comedies, Romantic Movies;;;;;;;;;;Movie
nancy drew;PG;Parental guidance suggested. May not be suitable for children.;2007;;Parental Guidance;;;;;;;;;;0;['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller'];5.172308;['Virtual Studios', 'Jerry Weintraub Productions', 'Warner Bros.'];2007-06-15;0.0;99.0;
nancy drew;PG;Parental guidance suggested. May not be suitable for children.;2007;;Parental Guidance;;;;;;;;;;0;['Mystery'];0.373368;['Touchstone Television', 'Bender Brown Productions'];2002-12-15;0.0;87.0;
nurse jackie;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;82.0;Adult;;Edie Falco, Merritt Wever, Paul Schulze, Peter Facinelli, Stephen Wallem, Eve Best, Dominic Fumusa, Ruby Jerins, Anna Deavere Smith;United States;;2015.0;7 Seasons;TV Comedies, TV Dramas;;;;;;;;;;TV Show
drop dead diva;TV-PG;Parental guidance suggested. May not be suitable for all children.;2014;;Parental Guidance;;;;;;;;;;;;;;;;;
gilmore girls;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2006;91.0;Teen;;Lauren Graham, Alexis Bledel, Scott Patterson, Keiko Agena, Yanic Truesdale, Kelly Bishop, Edward Herrmann, Melissa McCarthy, Sean Gunn, Liza Weil, Liz Torres, Jared Padalecki;United States;;2006.0;7 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;8.199999999999998;119054.0;;;;;;;;TV Show
parenthood;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2014;79.0;Teen;;;;;;;;;;0;['Comedy', 'Drama', 'Family'];8.09806;['Imagine Entertainment', 'Universal Pictures'];1989-07-31;126297830.0;124.0;
life unexpected;TV-PG;Parental guidance suggested. May not be suitable for all children.;2010;55.0;Parental Guidance;;;;;;;;;;;;;;;;;
being human (u.s.);TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2014;58.0;Teen;;;;;;;;;;;;;;;;;
the carrie diaries;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2013;;Teen;;;;;;;;;;;;;;;;;
baby daddy;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;80.0;Teen;;;;;;;;;;;;;;;;;
the angriest man in brooklyn;R;Restricted. May be inappropriate for children 17 and under.;2014;;Adult;;;;;;;;;;0;['Drama', 'Comedy'];9.911949;['Landscape Entertainment', 'MICA Entertainment', 'Vedette Finance', 'Prominent Media Group'];2014-05-23;0.0;84.0;
sense8;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;81.0;Adult;;Tuppence Middleton, Brian J. Smith, Doona Bae, Max Riemelt, Naveen Andrews, Daryl Hannah, Freema Agyeman, Terrence Mann, Adam Shapiro, Max Mauff, Alfonso Herrera, Er├⌐ndira Ibarra, Aml Ameen, Jamie Clayton, Tina Desae, Miguel ├üngel Silvestre, Toby Onwumere, Joe Pantoliano;United States;;2018.0;2 Seasons;TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy;8.199999999999998;151518.0;;;;;;;;TV Show
girlfriends' guide to divorce;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;63.0;Teen;;Lisa Edelstein, Beau Garrett, Necar Zadegan, Paul Adelstein, Janeane Garofalo, Alanna Ubach;United States;;2019.0;5 Seasons;TV Comedies, TV Dramas;6.9;4523.0;;;;;;;;TV Show
fried;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;;Adult;;;;;;;;;;;;;;;;;
the great gilly hopkins;PG;for thematic material and language;2016;69.0;Parental Guidance;;;;;;;;;;5000000;['Comedy', 'Drama', 'Family'];3.206636;['Arcady Bay Entertainment'];2015-10-05;0.0;99.0;
the magicians;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;89.0;Adult;;Jason Ralph, Arjun Gupta, Hale Appleman, Stella Maeve, Summer Bishil, Olivia Taylor Dudley, Jade Tailor, Rick Worthy, Mackenzie Astin, Kacey Rohl, Charles Mesure, Keegan Connor Tracy, Trevor Einhorn;United States;;2018.0;3 Seasons;TV Dramas, TV Sci-Fi & Fantasy;7.6;49557.0;;;;;;;;TV Show
one day at a time;TV-PG;Parental guidance suggested. May not be suitable for all children.;2017;;Parental Guidance;;Justina Machado, Rita Moreno, Todd Grinnell, Isabella Gomez, Marcel Ruiz, Stephen Tobolowsky;United States;;2019.0;3 Seasons;TV Comedies;8.199999999999998;15669.0;;;;;;;;TV Show
better off single;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;;;;;;;;;0;['Comedy'];1.044526;['Beachfront Films', 'Red Square Pictures'];2016-10-07;0.0;85.0;
the matchbreaker;PG;Parental guidance suggested. May not be suitable for children.;2016;79.0;Parental Guidance;;;;;;;;;;0;['Romance', 'Comedy'];2.555849;['Vetter Brothers Filmworks'];2016-10-07;0.0;94.0;
tramps;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Adam Leon;Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia, Margaret Colin, Louis Cancelmi, Rachel Zeiger-Haag, Dane Martinez;United States;April 21, 2017;2017.0;83 min;Independent Movies, Romantic Movies;6.5;5460.0;2000000;['Comedy', 'Romance'];6.754817;['Animal Kingdom', 'Rooks Nest Entertainment'];2016-09-10;0.0;82.0;Movie
slam;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Andrea Molaioli;Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari;Italy;April 15, 2017;2017.0;99 min;Comedies, Dramas, International Movies;6.1;1308.0;1;['Drama'];0.555304;[];1998-10-07;0.0;100.0;Movie
